"plate_id","well","row","col","assay_stage","assay_mode","target_id","sample_id","peptide_id","expected_activity","control_type","concentration_uM","technical_replicate","biological_replicate","raw_od"
"PRIMARY_AGO_B2","C11","C","11","primary","agonist","TARGET_TLR8_DEMO","vehicle_control_block",NA,NA,"negative_control",NA,2,2,0.2055
"PRIMARY_AGO_B2","D11","D","11","primary","agonist","TARGET_TLR8_DEMO","vehicle_control_block",NA,NA,"negative_control",NA,2,2,0.2336
"PRIMARY_AGO_B2","E11","E","11","primary","agonist","TARGET_TLR8_DEMO","vehicle_control_block",NA,NA,"negative_control",NA,2,2,0.2414
"PRIMARY_AGO_B2","F11","F","11","primary","agonist","TARGET_TLR8_DEMO","vehicle_control_block",NA,NA,"negative_control",NA,2,2,0.2201
"PRIMARY_AGO_B2","G11","G","11","primary","agonist","TARGET_TLR8_DEMO","vehicle_control_block",NA,NA,"negative_control",NA,2,2,0.23
"PRIMARY_AGO_B2","H11","H","11","primary","agonist","TARGET_TLR8_DEMO","vehicle_control_block",NA,NA,"negative_control",NA,2,2,0.2725
"PRIMARY_AGO_B2","A12","A","12","primary","agonist","TARGET_TLR8_DEMO","EMPTY",NA,NA,"empty",NA,NA,2,NA
"PRIMARY_AGO_B2","B12","B","12","primary","agonist","TARGET_TLR8_DEMO","EMPTY",NA,NA,"empty",NA,NA,2,NA
"PRIMARY_AGO_B2","C12","C","12","primary","agonist","TARGET_TLR8_DEMO","vehicle_control_block",NA,NA,"negative_control",NA,3,2,0.2738
"PRIMARY_AGO_B2","D12","D","12","primary","agonist","TARGET_TLR8_DEMO","vehicle_control_block",NA,NA,"negative_control",NA,3,2,0.2231
"PRIMARY_AGO_B2","E12","E","12","primary","agonist","TARGET_TLR8_DEMO","vehicle_control_block",NA,NA,"negative_control",NA,3,2,0.2427
"PRIMARY_AGO_B2","F12","F","12","primary","agonist","TARGET_TLR8_DEMO","vehicle_control_block",NA,NA,"negative_control",NA,3,2,0.269
"PRIMARY_AGO_B2","G12","G","12","primary","agonist","TARGET_TLR8_DEMO","vehicle_control_block",NA,NA,"negative_control",NA,3,2,0.2356
"PRIMARY_AGO_B2","H12","H","12","primary","agonist","TARGET_TLR8_DEMO","vehicle_control_block",NA,NA,"negative_control",NA,3,2,2.95
"SECONDARY_AGO_CURVE_B1","A01","A","01","secondary","agonist","TARGET_TLR8_DEMO","blank",NA,NA,"blank",NA,1,1,0.089
"SECONDARY_AGO_CURVE_B1","B01","B","01","secondary","agonist","TARGET_TLR8_DEMO","blank",NA,NA,"blank",NA,1,1,0.0593
"SECONDARY_AGO_CURVE_B1","C01","C","01","secondary","agonist","TARGET_TLR8_DEMO","PEP-001_0.003uM","PEP-001","agonist","test_sample",0.003,1,1,0.1808
"SECONDARY_AGO_CURVE_B1","D01","D","01","secondary","agonist","TARGET_TLR8_DEMO","PEP-002_0.003uM","PEP-002","antagonist","test_sample",0.003,1,1,0.1749
"SECONDARY_AGO_CURVE_B1","E01","E","01","secondary","agonist","TARGET_TLR8_DEMO","PEP-003_0.003uM","PEP-003","artifact","test_sample",0.003,1,1,0.172
"SECONDARY_AGO_CURVE_B1","F01","F","01","secondary","agonist","TARGET_TLR8_DEMO","PEP-001_0.3uM","PEP-001","agonist","test_sample",0.3,1,1,0.7807
"SECONDARY_AGO_CURVE_B1","G01","G","01","secondary","agonist","TARGET_TLR8_DEMO","PEP-002_0.3uM","PEP-002","antagonist","test_sample",0.3,1,1,0.201
"SECONDARY_AGO_CURVE_B1","H01","H","01","secondary","agonist","TARGET_TLR8_DEMO","PEP-003_0.3uM","PEP-003","artifact","test_sample",0.3,1,1,0.3667
"SECONDARY_AGO_CURVE_B1","A02","A","02","secondary","agonist","TARGET_TLR8_DEMO","blank",NA,NA,"blank",NA,2,1,0.0834
"SECONDARY_AGO_CURVE_B1","B02","B","02","secondary","agonist","TARGET_TLR8_DEMO","blank",NA,NA,"blank",NA,2,1,0.0423
"SECONDARY_AGO_CURVE_B1","C02","C","02","secondary","agonist","TARGET_TLR8_DEMO","PEP-001_0.003uM","PEP-001","agonist","test_sample",0.003,2,1,0.1706
"SECONDARY_AGO_CURVE_B1","D02","D","02","secondary","agonist","TARGET_TLR8_DEMO","PEP-002_0.003uM","PEP-002","antagonist","test_sample",0.003,2,1,0.1417
"SECONDARY_AGO_CURVE_B1","E02","E","02","secondary","agonist","TARGET_TLR8_DEMO","PEP-003_0.003uM","PEP-003","artifact","test_sample",0.003,2,1,0.1759
"SECONDARY_AGO_CURVE_B1","F02","F","02","secondary","agonist","TARGET_TLR8_DEMO","PEP-001_0.3uM","PEP-001","agonist","test_sample",0.3,2,1,0.749
"SECONDARY_AGO_CURVE_B1","G02","G","02","secondary","agonist","TARGET_TLR8_DEMO","PEP-002_0.3uM","PEP-002","antagonist","test_sample",0.3,2,1,0.1861
"SECONDARY_AGO_CURVE_B1","H02","H","02","secondary","agonist","TARGET_TLR8_DEMO","PEP-003_0.3uM","PEP-003","artifact","test_sample",0.3,2,1,0.3421
"SECONDARY_AGO_CURVE_B1","A03","A","03","secondary","agonist","TARGET_TLR8_DEMO","vehicle",NA,NA,"negative_control",NA,1,1,0.1799
"SECONDARY_AGO_CURVE_B1","B03","B","03","secondary","agonist","TARGET_TLR8_DEMO","vehicle",NA,NA,"negative_control",NA,1,1,0.1504
"SECONDARY_AGO_CURVE_B1","C03","C","03","secondary","agonist","TARGET_TLR8_DEMO","PEP-001_0.003uM","PEP-001","agonist","test_sample",0.003,3,1,0.1647
"SECONDARY_AGO_CURVE_B1","D03","D","03","secondary","agonist","TARGET_TLR8_DEMO","PEP-002_0.003uM","PEP-002","antagonist","test_sample",0.003,3,1,0.1757
"SECONDARY_AGO_CURVE_B1","E03","E","03","secondary","agonist","TARGET_TLR8_DEMO","PEP-003_0.003uM","PEP-003","artifact","test_sample",0.003,3,1,0.1598
"SECONDARY_AGO_CURVE_B1","F03","F","03","secondary","agonist","TARGET_TLR8_DEMO","PEP-001_0.3uM","PEP-001","agonist","test_sample",0.3,3,1,0.7395
"SECONDARY_AGO_CURVE_B1","G03","G","03","secondary","agonist","TARGET_TLR8_DEMO","PEP-002_0.3uM","PEP-002","antagonist","test_sample",0.3,3,1,0.1937
"SECONDARY_AGO_CURVE_B1","H03","H","03","secondary","agonist","TARGET_TLR8_DEMO","PEP-003_0.3uM","PEP-003","artifact","test_sample",0.3,3,1,0.3526
"SECONDARY_AGO_CURVE_B1","A04","A","04","secondary","agonist","TARGET_TLR8_DEMO","vehicle",NA,NA,"negative_control",NA,2,1,0.1871
"SECONDARY_AGO_CURVE_B1","B04","B","04","secondary","agonist","TARGET_TLR8_DEMO","vehicle",NA,NA,"negative_control",NA,2,1,0.1772
"SECONDARY_AGO_CURVE_B1","C04","C","04","secondary","agonist","TARGET_TLR8_DEMO","PEP-001_0.01uM","PEP-001","agonist","test_sample",0.01,1,1,0.1863
"SECONDARY_AGO_CURVE_B1","D04","D","04","secondary","agonist","TARGET_TLR8_DEMO","PEP-002_0.01uM","PEP-002","antagonist","test_sample",0.01,1,1,0.1665
"SECONDARY_AGO_CURVE_B1","E04","E","04","secondary","agonist","TARGET_TLR8_DEMO","PEP-003_0.01uM","PEP-003","artifact","test_sample",0.01,1,1,0.1678
"SECONDARY_AGO_CURVE_B1","F04","F","04","secondary","agonist","TARGET_TLR8_DEMO","PEP-001_1uM","PEP-001","agonist","test_sample",1,1,1,1.018
"SECONDARY_AGO_CURVE_B1","G04","G","04","secondary","agonist","TARGET_TLR8_DEMO","PEP-002_1uM","PEP-002","antagonist","test_sample",1,1,1,0.2413
"SECONDARY_AGO_CURVE_B1","H04","H","04","secondary","agonist","TARGET_TLR8_DEMO","PEP-003_1uM","PEP-003","artifact","test_sample",1,1,1,0.558
"SECONDARY_AGO_CURVE_B1","A05","A","05","secondary","agonist","TARGET_TLR8_DEMO","positive_agonist",NA,NA,"positive_control",NA,1,1,1.2991
"SECONDARY_AGO_CURVE_B1","B05","B","05","secondary","agonist","TARGET_TLR8_DEMO","positive_agonist",NA,NA,"positive_control",NA,1,1,1.3203
"SECONDARY_AGO_CURVE_B1","C05","C","05","secondary","agonist","TARGET_TLR8_DEMO","PEP-001_0.01uM","PEP-001","agonist","test_sample",0.01,2,1,0.2086
"SECONDARY_AGO_CURVE_B1","D05","D","05","secondary","agonist","TARGET_TLR8_DEMO","PEP-002_0.01uM","PEP-002","antagonist","test_sample",0.01,2,1,0.1592
"SECONDARY_AGO_CURVE_B1","E05","E","05","secondary","agonist","TARGET_TLR8_DEMO","PEP-003_0.01uM","PEP-003","artifact","test_sample",0.01,2,1,0.1494
"SECONDARY_AGO_CURVE_B1","F05","F","05","secondary","agonist","TARGET_TLR8_DEMO","PEP-001_1uM","PEP-001","agonist","test_sample",1,2,1,1.0149
"SECONDARY_AGO_CURVE_B1","G05","G","05","secondary","agonist","TARGET_TLR8_DEMO","PEP-002_1uM","PEP-002","antagonist","test_sample",1,2,1,0.2499
"SECONDARY_AGO_CURVE_B1","H05","H","05","secondary","agonist","TARGET_TLR8_DEMO","PEP-003_1uM","PEP-003","artifact","test_sample",1,2,1,0.5479
"SECONDARY_AGO_CURVE_B1","A06","A","06","secondary","agonist","TARGET_TLR8_DEMO","positive_agonist",NA,NA,"positive_control",NA,2,1,1.3218
"SECONDARY_AGO_CURVE_B1","B06","B","06","secondary","agonist","TARGET_TLR8_DEMO","positive_agonist",NA,NA,"positive_control",NA,2,1,1.293
"SECONDARY_AGO_CURVE_B1","C06","C","06","secondary","agonist","TARGET_TLR8_DEMO","PEP-001_0.01uM","PEP-001","agonist","test_sample",0.01,3,1,0.2027
"SECONDARY_AGO_CURVE_B1","D06","D","06","secondary","agonist","TARGET_TLR8_DEMO","PEP-002_0.01uM","PEP-002","antagonist","test_sample",0.01,3,1,0.1646
"SECONDARY_AGO_CURVE_B1","E06","E","06","secondary","agonist","TARGET_TLR8_DEMO","PEP-003_0.01uM","PEP-003","artifact","test_sample",0.01,3,1,0.1635
"SECONDARY_AGO_CURVE_B1","F06","F","06","secondary","agonist","TARGET_TLR8_DEMO","PEP-001_1uM","PEP-001","agonist","test_sample",1,3,1,0.9912
"SECONDARY_AGO_CURVE_B1","G06","G","06","secondary","agonist","TARGET_TLR8_DEMO","PEP-002_1uM","PEP-002","antagonist","test_sample",1,3,1,0.2525
"SECONDARY_AGO_CURVE_B1","H06","H","06","secondary","agonist","TARGET_TLR8_DEMO","PEP-003_1uM","PEP-003","artifact","test_sample",1,3,1,0.5546
"SECONDARY_AGO_CURVE_B1","A07","A","07","secondary","agonist","TARGET_TLR8_DEMO","EMPTY",NA,NA,"empty",NA,NA,1,NA
"SECONDARY_AGO_CURVE_B1","B07","B","07","secondary","agonist","TARGET_TLR8_DEMO","EMPTY",NA,NA,"empty",NA,NA,1,NA
"SECONDARY_AGO_CURVE_B1","C07","C","07","secondary","agonist","TARGET_TLR8_DEMO","PEP-001_0.03uM","PEP-001","agonist","test_sample",0.03,1,1,0.262
"SECONDARY_AGO_CURVE_B1","D07","D","07","secondary","agonist","TARGET_TLR8_DEMO","PEP-002_0.03uM","PEP-002","antagonist","test_sample",0.03,1,1,0.1441
"SECONDARY_AGO_CURVE_B1","E07","E","07","secondary","agonist","TARGET_TLR8_DEMO","PEP-003_0.03uM","PEP-003","artifact","test_sample",0.03,1,1,0.1835
"SECONDARY_AGO_CURVE_B1","F07","F","07","secondary","agonist","TARGET_TLR8_DEMO","PEP-001_3uM","PEP-001","agonist","test_sample",3,1,1,1.1142
"SECONDARY_AGO_CURVE_B1","G07","G","07","secondary","agonist","TARGET_TLR8_DEMO","PEP-002_3uM","PEP-002","antagonist","test_sample",3,1,1,0.3145
"SECONDARY_AGO_CURVE_B1","H07","H","07","secondary","agonist","TARGET_TLR8_DEMO","PEP-003_3uM","PEP-003","artifact","test_sample",3,1,1,0.6834
"SECONDARY_AGO_CURVE_B1","A08","A","08","secondary","agonist","TARGET_TLR8_DEMO","EMPTY",NA,NA,"empty",NA,NA,1,NA
"SECONDARY_AGO_CURVE_B1","B08","B","08","secondary","agonist","TARGET_TLR8_DEMO","EMPTY",NA,NA,"empty",NA,NA,1,NA
"SECONDARY_AGO_CURVE_B1","C08","C","08","secondary","agonist","TARGET_TLR8_DEMO","PEP-001_0.03uM","PEP-001","agonist","test_sample",0.03,2,1,0.2606
"SECONDARY_AGO_CURVE_B1","D08","D","08","secondary","agonist","TARGET_TLR8_DEMO","PEP-002_0.03uM","PEP-002","antagonist","test_sample",0.03,2,1,0.1762
"SECONDARY_AGO_CURVE_B1","E08","E","08","secondary","agonist","TARGET_TLR8_DEMO","PEP-003_0.03uM","PEP-003","artifact","test_sample",0.03,2,1,0.1859
"SECONDARY_AGO_CURVE_B1","F08","F","08","secondary","agonist","TARGET_TLR8_DEMO","PEP-001_3uM","PEP-001","agonist","test_sample",3,2,1,1.1254
"SECONDARY_AGO_CURVE_B1","G08","G","08","secondary","agonist","TARGET_TLR8_DEMO","PEP-002_3uM","PEP-002","antagonist","test_sample",3,2,1,0.3332
"SECONDARY_AGO_CURVE_B1","H08","H","08","secondary","agonist","TARGET_TLR8_DEMO","PEP-003_3uM","PEP-003","artifact","test_sample",3,2,1,0.7005
"SECONDARY_AGO_CURVE_B1","A09","A","09","secondary","agonist","TARGET_TLR8_DEMO","ipc_reference","PEP-001","agonist","inter_plate_calibrator",1,1,1,0.736
"SECONDARY_AGO_CURVE_B1","B09","B","09","secondary","agonist","TARGET_TLR8_DEMO","EMPTY",NA,NA,"empty",NA,NA,1,NA
"SECONDARY_AGO_CURVE_B1","C09","C","09","secondary","agonist","TARGET_TLR8_DEMO","PEP-001_0.03uM","PEP-001","agonist","test_sample",0.03,3,1,0.2761
"SECONDARY_AGO_CURVE_B1","D09","D","09","secondary","agonist","TARGET_TLR8_DEMO","PEP-002_0.03uM","PEP-002","antagonist","test_sample",0.03,3,1,0.1773
"SECONDARY_AGO_CURVE_B1","E09","E","09","secondary","agonist","TARGET_TLR8_DEMO","PEP-003_0.03uM","PEP-003","artifact","test_sample",0.03,3,1,0.2058
"SECONDARY_AGO_CURVE_B1","F09","F","09","secondary","agonist","TARGET_TLR8_DEMO","PEP-001_3uM","PEP-001","agonist","test_sample",3,3,1,1.1018
"SECONDARY_AGO_CURVE_B1","G09","G","09","secondary","agonist","TARGET_TLR8_DEMO","PEP-002_3uM","PEP-002","antagonist","test_sample",3,3,1,0.2976
"SECONDARY_AGO_CURVE_B1","H09","H","09","secondary","agonist","TARGET_TLR8_DEMO","PEP-003_3uM","PEP-003","artifact","test_sample",3,3,1,0.6905
"SECONDARY_AGO_CURVE_B1","A10","A","10","secondary","agonist","TARGET_TLR8_DEMO","ipc_reference","PEP-001","agonist","inter_plate_calibrator",1,2,1,0.7474
"SECONDARY_AGO_CURVE_B1","B10","B","10","secondary","agonist","TARGET_TLR8_DEMO","EMPTY",NA,NA,"empty",NA,NA,1,NA
"SECONDARY_AGO_CURVE_B1","C10","C","10","secondary","agonist","TARGET_TLR8_DEMO","PEP-001_0.1uM","PEP-001","agonist","test_sample",0.1,1,1,0.4624
"SECONDARY_AGO_CURVE_B1","D10","D","10","secondary","agonist","TARGET_TLR8_DEMO","PEP-002_0.1uM","PEP-002","antagonist","test_sample",0.1,1,1,0.1688
"SECONDARY_AGO_CURVE_B1","E10","E","10","secondary","agonist","TARGET_TLR8_DEMO","PEP-003_0.1uM","PEP-003","artifact","test_sample",0.1,1,1,0.2144
"SECONDARY_AGO_CURVE_B1","F10","F","10","secondary","agonist","TARGET_TLR8_DEMO","PEP-001_10uM","PEP-001","agonist","test_sample",10,1,1,1.1862
"SECONDARY_AGO_CURVE_B1","G10","G","10","secondary","agonist","TARGET_TLR8_DEMO","PEP-002_10uM","PEP-002","antagonist","test_sample",10,1,1,0.3673
"SECONDARY_AGO_CURVE_B1","H10","H","10","secondary","agonist","TARGET_TLR8_DEMO","PEP-003_10uM","PEP-003","artifact","test_sample",10,1,1,0.7794
"SECONDARY_AGO_CURVE_B1","A11","A","11","secondary","agonist","TARGET_TLR8_DEMO","ipc_reference","PEP-001","agonist","inter_plate_calibrator",1,3,1,0.7659
"SECONDARY_AGO_CURVE_B1","B11","B","11","secondary","agonist","TARGET_TLR8_DEMO","EMPTY",NA,NA,"empty",NA,NA,1,NA
"SECONDARY_AGO_CURVE_B1","C11","C","11","secondary","agonist","TARGET_TLR8_DEMO","PEP-001_0.1uM","PEP-001","agonist","test_sample",0.1,2,1,0.4706
"SECONDARY_AGO_CURVE_B1","D11","D","11","secondary","agonist","TARGET_TLR8_DEMO","PEP-002_0.1uM","PEP-002","antagonist","test_sample",0.1,2,1,0.1694
"SECONDARY_AGO_CURVE_B1","E11","E","11","secondary","agonist","TARGET_TLR8_DEMO","PEP-003_0.1uM","PEP-003","artifact","test_sample",0.1,2,1,0.2466
"SECONDARY_AGO_CURVE_B1","F11","F","11","secondary","agonist","TARGET_TLR8_DEMO","PEP-001_10uM","PEP-001","agonist","test_sample",10,2,1,1.1592
"SECONDARY_AGO_CURVE_B1","G11","G","11","secondary","agonist","TARGET_TLR8_DEMO","PEP-002_10uM","PEP-002","antagonist","test_sample",10,2,1,0.3506
"SECONDARY_AGO_CURVE_B1","H11","H","11","secondary","agonist","TARGET_TLR8_DEMO","PEP-003_10uM","PEP-003","artifact","test_sample",10,2,1,0.7851
"SECONDARY_AGO_CURVE_B1","A12","A","12","secondary","agonist","TARGET_TLR8_DEMO","ipc_reference","PEP-001","agonist","inter_plate_calibrator",1,4,1,0.7708
"SECONDARY_AGO_CURVE_B1","B12","B","12","secondary","agonist","TARGET_TLR8_DEMO","EMPTY",NA,NA,"empty",NA,NA,1,NA
"SECONDARY_AGO_CURVE_B1","C12","C","12","secondary","agonist","TARGET_TLR8_DEMO","PEP-001_0.1uM","PEP-001","agonist","test_sample",0.1,3,1,0.4789
"SECONDARY_AGO_CURVE_B1","D12","D","12","secondary","agonist","TARGET_TLR8_DEMO","PEP-002_0.1uM","PEP-002","antagonist","test_sample",0.1,3,1,0.1732
"SECONDARY_AGO_CURVE_B1","E12","E","12","secondary","agonist","TARGET_TLR8_DEMO","PEP-003_0.1uM","PEP-003","artifact","test_sample",0.1,3,1,0.249
"SECONDARY_AGO_CURVE_B1","F12","F","12","secondary","agonist","TARGET_TLR8_DEMO","PEP-001_10uM","PEP-001","agonist","test_sample",10,3,1,1.1747
"SECONDARY_AGO_CURVE_B1","G12","G","12","secondary","agonist","TARGET_TLR8_DEMO","PEP-002_10uM","PEP-002","antagonist","test_sample",10,3,1,0.3872
"SECONDARY_AGO_CURVE_B1","H12","H","12","secondary","agonist","TARGET_TLR8_DEMO","PEP-003_10uM","PEP-003","artifact","test_sample",10,3,1,0.7926
"SECONDARY_ANT_CURVE_B1","A01","A","01","secondary","antagonist","TARGET_TLR8_DEMO","blank",NA,NA,"blank",NA,1,1,0.1321
"SECONDARY_ANT_CURVE_B1","B01","B","01","secondary","antagonist","TARGET_TLR8_DEMO","blank",NA,NA,"blank",NA,1,1,0.135
"SECONDARY_ANT_CURVE_B1","C01","C","01","secondary","antagonist","TARGET_TLR8_DEMO","PEP-001_0.003uM","PEP-001","agonist","test_sample",0.003,1,1,1.2216
"SECONDARY_ANT_CURVE_B1","D01","D","01","secondary","antagonist","TARGET_TLR8_DEMO","PEP-002_0.003uM","PEP-002","antagonist","test_sample",0.003,1,1,1.2226
"SECONDARY_ANT_CURVE_B1","E01","E","01","secondary","antagonist","TARGET_TLR8_DEMO","PEP-003_0.003uM","PEP-003","artifact","test_sample",0.003,1,1,1.2087
"SECONDARY_ANT_CURVE_B1","F01","F","01","secondary","antagonist","TARGET_TLR8_DEMO","PEP-001_0.3uM","PEP-001","agonist","test_sample",0.3,1,1,1.211
"SECONDARY_ANT_CURVE_B1","G01","G","01","secondary","antagonist","TARGET_TLR8_DEMO","PEP-002_0.3uM","PEP-002","antagonist","test_sample",0.3,1,1,0.6968
"SECONDARY_ANT_CURVE_B1","H01","H","01","secondary","antagonist","TARGET_TLR8_DEMO","PEP-003_0.3uM","PEP-003","artifact","test_sample",0.3,1,1,1.1083
"SECONDARY_ANT_CURVE_B1","A02","A","02","secondary","antagonist","TARGET_TLR8_DEMO","blank",NA,NA,"blank",NA,2,1,0.1412
"SECONDARY_ANT_CURVE_B1","B02","B","02","secondary","antagonist","TARGET_TLR8_DEMO","blank",NA,NA,"blank",NA,2,1,0.1047
"SECONDARY_ANT_CURVE_B1","C02","C","02","secondary","antagonist","TARGET_TLR8_DEMO","PEP-001_0.003uM","PEP-001","agonist","test_sample",0.003,2,1,1.2128
"SECONDARY_ANT_CURVE_B1","D02","D","02","secondary","antagonist","TARGET_TLR8_DEMO","PEP-002_0.003uM","PEP-002","antagonist","test_sample",0.003,2,1,1.1849
"SECONDARY_ANT_CURVE_B1","E02","E","02","secondary","antagonist","TARGET_TLR8_DEMO","PEP-003_0.003uM","PEP-003","artifact","test_sample",0.003,2,1,1.1994
"SECONDARY_ANT_CURVE_B1","F02","F","02","secondary","antagonist","TARGET_TLR8_DEMO","PEP-001_0.3uM","PEP-001","agonist","test_sample",0.3,2,1,1.2136
"SECONDARY_ANT_CURVE_B1","G02","G","02","secondary","antagonist","TARGET_TLR8_DEMO","PEP-002_0.3uM","PEP-002","antagonist","test_sample",0.3,2,1,0.7001
"SECONDARY_ANT_CURVE_B1","H02","H","02","secondary","antagonist","TARGET_TLR8_DEMO","PEP-003_0.3uM","PEP-003","artifact","test_sample",0.3,2,1,1.113
"SECONDARY_ANT_CURVE_B1","A03","A","03","secondary","antagonist","TARGET_TLR8_DEMO","vehicle",NA,NA,"negative_control",NA,1,1,0.2134
"SECONDARY_ANT_CURVE_B1","B03","B","03","secondary","antagonist","TARGET_TLR8_DEMO","vehicle",NA,NA,"negative_control",NA,1,1,0.2346
"SECONDARY_ANT_CURVE_B1","C03","C","03","secondary","antagonist","TARGET_TLR8_DEMO","PEP-001_0.003uM","PEP-001","agonist","test_sample",0.003,3,1,1.2221
"SECONDARY_ANT_CURVE_B1","D03","D","03","secondary","antagonist","TARGET_TLR8_DEMO","PEP-002_0.003uM","PEP-002","antagonist","test_sample",0.003,3,1,1.1959
"SECONDARY_ANT_CURVE_B1","E03","E","03","secondary","antagonist","TARGET_TLR8_DEMO","PEP-003_0.003uM","PEP-003","artifact","test_sample",0.003,3,1,1.2166
"SECONDARY_ANT_CURVE_B1","F03","F","03","secondary","antagonist","TARGET_TLR8_DEMO","PEP-001_0.3uM","PEP-001","agonist","test_sample",0.3,3,1,1.19
"SECONDARY_ANT_CURVE_B1","G03","G","03","secondary","antagonist","TARGET_TLR8_DEMO","PEP-002_0.3uM","PEP-002","antagonist","test_sample",0.3,3,1,0.6718
"SECONDARY_ANT_CURVE_B1","H03","H","03","secondary","antagonist","TARGET_TLR8_DEMO","PEP-003_0.3uM","PEP-003","artifact","test_sample",0.3,3,1,1.0986
"SECONDARY_ANT_CURVE_B1","A04","A","04","secondary","antagonist","TARGET_TLR8_DEMO","vehicle",NA,NA,"negative_control",NA,2,1,0.2156
"SECONDARY_ANT_CURVE_B1","B04","B","04","secondary","antagonist","TARGET_TLR8_DEMO","vehicle",NA,NA,"negative_control",NA,2,1,0.2123
"SECONDARY_ANT_CURVE_B1","C04","C","04","secondary","antagonist","TARGET_TLR8_DEMO","PEP-001_0.01uM","PEP-001","agonist","test_sample",0.01,1,1,1.2253
"SECONDARY_ANT_CURVE_B1","D04","D","04","secondary","antagonist","TARGET_TLR8_DEMO","PEP-002_0.01uM","PEP-002","antagonist","test_sample",0.01,1,1,1.1534
"SECONDARY_ANT_CURVE_B1","E04","E","04","secondary","antagonist","TARGET_TLR8_DEMO","PEP-003_0.01uM","PEP-003","artifact","test_sample",0.01,1,1,1.1949
"SECONDARY_ANT_CURVE_B1","F04","F","04","secondary","antagonist","TARGET_TLR8_DEMO","PEP-001_1uM","PEP-001","agonist","test_sample",1,1,1,1.1866
"SECONDARY_ANT_CURVE_B1","G04","G","04","secondary","antagonist","TARGET_TLR8_DEMO","PEP-002_1uM","PEP-002","antagonist","test_sample",1,1,1,0.4859
"SECONDARY_ANT_CURVE_B1","H04","H","04","secondary","antagonist","TARGET_TLR8_DEMO","PEP-003_1uM","PEP-003","artifact","test_sample",1,1,1,0.9666
"SECONDARY_ANT_CURVE_B1","A05","A","05","secondary","antagonist","TARGET_TLR8_DEMO","agonist_challenge",NA,NA,"agonist_challenge_control",NA,1,1,1.2405
"SECONDARY_ANT_CURVE_B1","B05","B","05","secondary","antagonist","TARGET_TLR8_DEMO","agonist_challenge",NA,NA,"agonist_challenge_control",NA,1,1,1.2216
"SECONDARY_ANT_CURVE_B1","C05","C","05","secondary","antagonist","TARGET_TLR8_DEMO","PEP-001_0.01uM","PEP-001","agonist","test_sample",0.01,2,1,1.2143
"SECONDARY_ANT_CURVE_B1","D05","D","05","secondary","antagonist","TARGET_TLR8_DEMO","PEP-002_0.01uM","PEP-002","antagonist","test_sample",0.01,2,1,1.1436
"SECONDARY_ANT_CURVE_B1","E05","E","05","secondary","antagonist","TARGET_TLR8_DEMO","PEP-003_0.01uM","PEP-003","artifact","test_sample",0.01,2,1,1.2032
"SECONDARY_ANT_CURVE_B1","F05","F","05","secondary","antagonist","TARGET_TLR8_DEMO","PEP-001_1uM","PEP-001","agonist","test_sample",1,2,1,1.1988
"SECONDARY_ANT_CURVE_B1","G05","G","05","secondary","antagonist","TARGET_TLR8_DEMO","PEP-002_1uM","PEP-002","antagonist","test_sample",1,2,1,0.5079
"SECONDARY_ANT_CURVE_B1","H05","H","05","secondary","antagonist","TARGET_TLR8_DEMO","PEP-003_1uM","PEP-003","artifact","test_sample",1,2,1,0.9689
"SECONDARY_ANT_CURVE_B1","A06","A","06","secondary","antagonist","TARGET_TLR8_DEMO","agonist_challenge",NA,NA,"agonist_challenge_control",NA,2,1,1.1976
"SECONDARY_ANT_CURVE_B1","B06","B","06","secondary","antagonist","TARGET_TLR8_DEMO","agonist_challenge",NA,NA,"agonist_challenge_control",NA,2,1,1.2107
"SECONDARY_ANT_CURVE_B1","C06","C","06","secondary","antagonist","TARGET_TLR8_DEMO","PEP-001_0.01uM","PEP-001","agonist","test_sample",0.01,3,1,1.2166
"SECONDARY_ANT_CURVE_B1","D06","D","06","secondary","antagonist","TARGET_TLR8_DEMO","PEP-002_0.01uM","PEP-002","antagonist","test_sample",0.01,3,1,1.1663
"SECONDARY_ANT_CURVE_B1","E06","E","06","secondary","antagonist","TARGET_TLR8_DEMO","PEP-003_0.01uM","PEP-003","artifact","test_sample",0.01,3,1,1.2057
"SECONDARY_ANT_CURVE_B1","F06","F","06","secondary","antagonist","TARGET_TLR8_DEMO","PEP-001_1uM","PEP-001","agonist","test_sample",1,3,1,1.1912
"SECONDARY_ANT_CURVE_B1","G06","G","06","secondary","antagonist","TARGET_TLR8_DEMO","PEP-002_1uM","PEP-002","antagonist","test_sample",1,3,1,0.4934
"SECONDARY_ANT_CURVE_B1","H06","H","06","secondary","antagonist","TARGET_TLR8_DEMO","PEP-003_1uM","PEP-003","artifact","test_sample",1,3,1,0.9869
"SECONDARY_ANT_CURVE_B1","A07","A","07","secondary","antagonist","TARGET_TLR8_DEMO","known_antagonist",NA,NA,"known_antagonist_control",1,1,1,0.3956
"SECONDARY_ANT_CURVE_B1","B07","B","07","secondary","antagonist","TARGET_TLR8_DEMO","known_antagonist",NA,NA,"known_antagonist_control",1,1,1,0.3551
"SECONDARY_ANT_CURVE_B1","C07","C","07","secondary","antagonist","TARGET_TLR8_DEMO","PEP-001_0.03uM","PEP-001","agonist","test_sample",0.03,1,1,1.2257
